TopDepth,BottomDepth,NO3_ppb,NO3_uM,TopAge,BottomAge
2795.4,2795.6,61.95,0.9992,109147.3,109164.4
2795.6,2795.8,58.71,0.9469,109164.4,109181.4
2795.8,2796,57.68,0.9303,109181.4,109198.5
2796,2796.2,56.11,0.9050,109198.5,109215.6
2796.2,2796.4,56.84,0.9168,109215.6,109232.7
2796.4,2796.6,59.81,0.9647,109232.7,109249.7
2796.6,2796.8,59.3,0.9565,109249.7,109266.8
2796.8,2797,58.39,0.9418,109266.8,109283.9
2797,2797.2,61.04,0.9845,109283.9,109301
2797.2,2797.4,57.26,0.9235,109301,109318
2797.4,2797.6,62.34,1.0055,109318,109335.1
2797.6,2797.8,61.78,0.9965,109335.1,109352.2
2797.8,2798,57.99,0.9353,109352.2,109369.3
2798,2798.2,56.86,0.9171,109369.3,109386.3
2798.2,2798.4,58.34,0.9410,109386.3,109403.4
2798.4,2798.6,58.82,0.9487,109403.4,109420.5
2798.6,2798.8,57.73,0.9311,109420.5,109437.6
2798.8,2799,60.18,0.9706,109437.6,109454.6
2799,2799.2,60.88,0.9819,109454.6,109471.7
2799.2,2799.4,56.07,0.9044,109471.7,109488.8
2799.4,2799.6,66.63,1.0747,109488.8,109505.9
2799.6,2799.8,62.51,1.0082,109505.9,109522.9
2799.8,2800,68.18,1.0997,109522.9,109540
2800,2800.2,65.38,1.0545,109540,109575.9
2800.2,2800.4,66.5,1.0726,109575.9,109611.9
2800.4,2800.6,63.1,1.0177,109611.9,109647.8
2800.6,2800.8,74.75,1.2056,109647.8,109683.7
2800.8,2801,65.67,1.0592,109683.7,109719.6
2801,2801.2,52.78,0.8513,109719.6,109755.6
2801.2,2801.4,53.92,0.8697,109755.6,109791.5
2801.4,2801.6,53.04,0.8555,109791.5,109827.4
2801.6,2801.8,58.43,0.9424,109827.4,109863.3
2802,2802.2,58.86,0.9494,109899.3,109935.2
2802.2,2802.4,58.77,0.9479,109935.2,109971.1
2802.4,2802.6,38.89,0.6273,109971.1,110007
2802.6,2802.8,75.69,1.2208,110007,110043
2802.8,2803,71.13,1.1473,110043,110078.9
2803,2803.2,74.32,1.1987,110078.9,110114.8
2803.2,2803.4,74.67,1.2044,110114.8,110150.7
2803.4,2803.6,71.28,1.1497,110150.7,110186.7
2803.6,2803.8,71.16,1.1477,110186.7,110222.6
2803.8,2804,71.76,1.1574,110222.6,110258.5
2804,2804.2,70.66,1.1397,110258.5,110294.4
2804.2,2804.4,45.86,0.7397,110294.4,110330.4
2804.4,2804.6,78.71,1.2695,110330.4,110366.3
2804.6,2804.8,52.03,0.8392,110366.3,110402.2
2804.8,2805,60.44,0.9748,110402.2,110438.1
2805,2805.2,63.02,1.0165,110438.1,110474.1
2805.2,2805.4,60.75,0.9798,110474.1,110510
2805.4,2805.6,60.69,0.9789,110510,110545.9
2805.6,2805.8,63.27,1.0205,110545.9,110581.8
2805.8,2806,58.9,0.9500,110581.8,110617.8
2806,2806.2,64.61,1.0421,110617.8,110653.7
2806.2,2806.4,77.1,1.2435,110653.7,110689.6
2806.4,2806.6,76.25,1.2298,110689.6,110725.5
2806.6,2806.8,74.92,1.2084,110725.5,110761.5
2806.8,2807,75.71,1.2211,110761.5,110797.4
2807,2807.2,69.95,1.1282,110797.4,110833.3
2807.2,2807.4,74.44,1.2006,110833.3,110869.2
2807.4,2807.6,70.63,1.1392,110869.2,110905.2
2807.6,2807.8,72.62,1.1713,110905.2,110941.1
2807.8,2808,71.68,1.1561,110941.1,110977
2808,2808.2,69.07,1.1140,110977,999999
2808.2,2808.4,70.43,1.1360,999999,999999
2808.4,2808.6,68.74,1.1087,999999,999999
2808.6,2808.8,78.1,1.2597,999999,999999
2808.8,2809,75.1,1.2113,999999,999999
2809,2809.2,71.29,1.1498,999999,999999
2809.2,2809.4,70.66,1.1397,999999,999999
2809.4,2809.6,78.6,1.2677,999999,999999
2809.6,2809.8,72.09,1.1627,999999,999999
2809.8,2810,76.88,1.2400,999999,999999
2810,2810.2,72.75,1.1734,999999,999999
2810.2,2810.4,65.93,1.0634,999999,999999
2810.4,2810.6,73.64,1.1877,999999,999999
2810.6,2810.8,76.15,1.2282,999999,999999
2810.8,2811,70.5,1.1371,999999,999999
2811,2811.2,70.98,1.1448,999999,999999
2811.2,2811.4,66.33,1.0698,999999,999999
2811.4,2811.6,73.26,1.1816,999999,999999
2811.6,2811.8,69.46,1.1203,999999,999999
2811.8,2812,76.48,1.2335,999999,999999
2812,2812.2,55.28,0.8916,999999,999999
2812.2,2812.4,54.23,0.8747,999999,999999
2812.4,2812.6,67.35,1.0863,999999,999999
2812.6,2812.8,59.05,0.9524,999999,999999
2812.8,2813,62.1,1.0016,999999,999999
2813,2813.2,60.12,0.9697,999999,999999
2813.2,2813.4,68.69,1.1079,999999,999999
2813.4,2813.6,68.88,1.1110,999999,999999
2813.6,2813.8,69.53,1.1215,999999,999999
2813.8,2814,67.38,1.0868,999999,999999
2814,2814.2,64.48,1.0400,999999,999999
2814.2,2814.4,60.93,0.9827,999999,999999
2814.4,2814.6,68.8,1.1097,999999,999999
2814.6,2814.8,59.73,0.9634,999999,999999
2814.8,2815,55.64,0.8974,999999,999999
2815,2815.2,79.84,1.2877,999999,999999
2815.2,2815.4,72.48,1.1690,999999,999999
2815.4,2815.6,38.88,0.6271,999999,999999
2815.6,2815.8,55.87,0.9011,999999,999999
2815.8,2816,55.34,0.8926,999999,999999
2816,2816.2,57.92,0.9342,999999,999999
2816.2,2816.4,54.14,0.8732,999999,999999
2816.4,2816.6,67.53,1.0892,999999,999999
2816.6,2816.8,56.66,0.9139,999999,999999
2816.8,2817,61.91,0.9985,999999,999999
2817,2817.2,64.84,1.0458,999999,999999
2817.2,2817.4,59.8,0.9645,999999,999999
2817.4,2817.6,57.42,0.9261,999999,999999
2817.6,2817.8,58.34,0.9410,999999,999999
2817.8,2818,61.55,0.9927,999999,999999
2818,2818.2,60.52,0.9761,999999,999999
2818.2,2818.4,59.55,0.9605,999999,999999
2818.4,2818.6,61.72,0.9955,999999,999999
2818.6,2818.8,61.69,0.9950,999999,999999
2818.8,2819.01,61.82,0.9971,999999,999999
2819.01,2819.2,61.6,0.9935,999999,999999
2819.2,2819.4,63.65,1.0266,999999,999999
2819.4,2819.6,57.32,0.9245,999999,999999
2819.6,2819.8,62.21,1.0034,999999,999999
2819.8,2820,66.83,1.0779,999999,999999
2820,2820.2,62.79,1.0127,999999,999999
2820.2,2820.4,62.84,1.0135,999999,999999
2820.4,2820.6,66.42,1.0713,999999,999999
2820.6,2820.8,58.25,0.9395,999999,999999
2820.8,2821,58.71,0.9469,999999,999999
2821.02,2821.2,60.33,0.9731,999999,999999
2821.2,2821.4,64.36,1.0381,999999,999999
2821.4,2821.6,64.88,1.0465,999999,999999
2821.6,2821.8,57.15,0.9218,999999,999999
2821.8,2822.01,56.21,0.9066,999999,999999
2822.01,2822.21,64.35,1.0379,999999,999999
2822.41,2822.61,57.33,0.9247,999999,999999
2822.61,2822.81,57.02,0.9197,999999,999999
2822.81,2823.01,58.63,0.9456,999999,999999
2823.01,2823.2,59.39,0.9579,999999,999999
2823.2,2823.4,66.48,1.0723,999999,999999
2823.4,2823.6,58.65,0.9460,999999,999999
2823.6,2823.8,59.1,0.9532,999999,999999
2823.8,2824,64.76,1.0445,999999,999999
2824,2824.2,60.28,0.9723,999999,999999
2824.2,2824.4,71.78,1.1577,999999,999999
2824.4,2824.6,66.64,1.0748,999999,999999
2824.6,2824.82,58.9,0.9500,999999,999999
2824.82,2825,66.53,1.0731,999999,999999
2825,2825.2,73.58,1.1868,999999,999999
2825.2,2825.4,65.4,1.0548,999999,999999
2825.4,2825.6,62.88,1.0142,999999,999999
2825.6,2825.8,63.29,1.0208,999999,999999
2825.8,2826,76.84,1.2394,999999,999999
2826,2826.2,62.07,1.0011,999999,999999
2826.2,2826.4,60.42,0.9745,999999,999999
2826.4,2826.6,60.79,0.9805,999999,999999
2826.6,2826.8,63.81,1.0292,999999,999999
2826.8,2827,66.62,1.0745,999999,999999
2827,2827.2,72.32,1.1665,999999,999999
2827.2,2827.4,68.44,1.1039,999999,999999
2827.4,2827.6,63.01,1.0163,999999,999999
2827.6,2827.8,61.47,0.9915,999999,999999
2827.8,2828,63.42,1.0229,999999,999999
2828,2828.2,60.32,0.9729,999999,999999
2828.2,2828.4,57.08,0.9206,999999,999999
2828.4,2828.6,61.43,0.9908,999999,999999
2828.6,2828.8,62.46,1.0074,999999,999999
2828.8,2829,52.14,0.8410,999999,999999
2829,2829.2,70.55,1.1379,999999,999999
2829.2,2829.4,88.58,1.4287,999999,999999
2829.4,2829.6,80.23,1.2940,999999,999999
2829.6,2829.8,73.47,1.1850,999999,999999
2829.8,2830,74.77,1.2060,999999,999999
2830,2830.2,71.36,1.1510,999999,999999
2830.2,2830.4,58.87,0.9495,999999,999999
2830.4,2830.6,53.28,0.8594,999999,999999
2830.6,2830.8,57,0.9194,999999,999999
2830.8,2831,48.21,0.7776,999999,999999
2831,2831.2,67.15,1.0831,999999,999999
2831.2,2831.4,61.27,0.9882,999999,999999
2831.4,2831.6,57.96,0.9348,999999,999999
2831.6,2831.8,56.6,0.9129,999999,999999
2831.8,2832,67.16,1.0832,999999,999999
2832,2832.2,65.12,1.0503,999999,999999
2832.2,2832.4,63.05,1.0169,999999,999999
2832.4,2832.6,61.14,0.9861,999999,999999
2832.6,2832.8,61.83,0.9973,999999,999999
2833,2833.2,57.52,0.9277,999999,999999
2833.2,2833.4,60.57,0.9769,999999,999999
2833.4,2833.6,56.51,0.9115,999999,999999
2833.6,2833.8,60.27,0.9721,999999,999999
2833.8,2834,84.45,1.3621,999999,999999
2834,2834.2,71.17,1.1479,999999,999999
2834.2,2834.4,63.89,1.0305,999999,999999
2834.4,2834.6,55.62,0.8971,999999,999999
2834.6,2834.8,62.51,1.0082,999999,999999
2834.8,2835,62.6,1.0097,999999,999999
2835,2835.2,63.24,1.0200,999999,999999
2835.2,2835.4,62.23,1.0037,999999,999999
2835.4,2835.6,64.01,1.0324,999999,999999
2835.6,2835.8,81.73,1.3182,999999,999999
2835.8,2836,52.8,0.8516,999999,999999
2836,2836.2,60.32,0.9729,999999,999999
2836.2,2836.4,58.84,0.9490,999999,999999
2836.4,2836.6,63.71,1.0276,999999,999999
2836.6,2836.8,66.23,1.0682,999999,999999
2836.8,2837,57.89,0.9337,999999,999999
2837,2837.2,61.32,0.9890,999999,999999
2837.2,2837.4,81.82,1.3197,999999,999999
2837.4,2837.6,57.59,0.9289,999999,999999
2837.6,2837.8,63.62,1.0261,999999,999999
2837.8,2838,62.17,1.0027,999999,999999
2838,2838.2,67.43,1.0876,999999,999999
2838.2,2838.4,62.55,1.0089,999999,999999
2838.4,2838.6,59.29,0.9563,999999,999999
2838.6,2838.8,60.09,0.9692,999999,999999
2838.8,2839,67.2,1.0839,999999,999999
2839,2839.2,61.18,0.9868,999999,999999
2839.2,2839.4,51.28,0.8271,999999,999999
2839.4,2839.6,49.34,0.7958,999999,999999
2839.6,2839.8,48.8,0.7871,999999,999999
2839.8,2840,49.54,0.7990,999999,999999
2840,2840.2,48.5,0.7823,999999,999999
2840.4,2840.6,53.57,0.8640,999999,999999
2840.6,2840.8,48.74,0.7861,999999,999999
2840.8,2841,51.53,0.8311,999999,999999
2841,2841.2,49.86,0.8042,999999,999999
2841.2,2841.4,49.81,0.8034,999999,999999
2841.4,2841.6,50.02,0.8068,999999,999999
2841.6,2841.8,50.25,0.8105,999999,999999
2841.8,2842,51.3,0.8274,999999,999999
2842,2842.2,51.44,0.8297,999999,999999
2842.2,2842.4,51.18,0.8255,999999,999999
2842.4,2842.6,49.21,0.7937,999999,999999
2842.6,2842.8,49.4,0.7968,999999,999999
2842.8,2843,49.71,0.8018,999999,999999
2843,2843.2,49.63,0.8005,999999,999999
2843.2,2843.4,47.83,0.7715,999999,999999
2843.4,2843.6,49.9,0.8048,999999,999999
2843.6,2843.8,49.05,0.7911,999999,999999
2843.8,2844,50.18,0.8094,999999,999999
2844,2844.2,49.53,0.7989,999999,999999
2844.2,2844.4,48.72,0.7858,999999,999999
2844.4,2844.6,49.07,0.7915,999999,999999
2844.6,2844.8,49,0.7903,999999,999999
2844.8,2845,52.57,0.8479,999999,999999
2845,2845.2,51.47,0.8302,999999,999999
2845.2,2845.4,50.77,0.8189,999999,999999
2845.4,2845.6,50.13,0.8085,999999,999999
2845.6,2845.8,53.15,0.8573,999999,999999
2845.8,2846,52.71,0.8502,999999,999999
2846,2846.2,55.18,0.8900,999999,999999
2846.2,2846.4,54.55,0.8798,999999,999999
2846.4,2846.6,55.5,0.8952,999999,999999
2846.6,2846.8,57.26,0.9235,999999,999999
2846.8,2847,57.2,0.9226,999999,999999
2847,2847.2,58.08,0.9368,999999,999999
2847.2,2847.4,61.87,0.9979,999999,999999
2847.4,2847.6,60.94,0.9829,999999,999999
2847.6,2847.8,64.07,1.0334,999999,999999
2847.8,2848,62.48,1.0077,999999,999999
2848,2848.2,59.34,0.9571,999999,999999
2848.2,2848.4,57.41,0.9260,999999,999999
2848.4,2848.6,56.51,0.9115,999999,999999
2848.6,2848.8,55.83,0.9005,999999,999999
2848.8,2849,52.52,0.8471,999999,999999
2849,2849.2,73.51,1.1856,999999,999999
2849.2,2849.4,77,1.2419,999999,999999
2849.4,2849.6,65.72,1.0600,999999,999999
2849.6,2849.8,77.97,1.2576,999999,999999
2849.8,2850,73.77,1.1898,999999,999999
2850,2850.2,67.93,1.0956,999999,999999
2850.2,2850.4,64.99,1.0482,999999,999999
2850.4,2850.6,74.82,1.2068,999999,999999
2850.6,2850.8,67.35,1.0863,999999,999999
2850.8,2851,73.8,1.1903,999999,999999
2851,2851.2,70.17,1.1318,999999,999999
2851.2,2851.4,69.3,1.1177,999999,999999
2851.4,2851.6,69.78,1.1255,999999,999999
2851.6,2851.8,67.07,1.0818,999999,999999
2851.8,2852,66,1.0645,999999,999999
2852,2852.2,66.91,1.0792,999999,999999
2852.2,2852.4,71.21,1.1485,999999,999999
2852.6,2852.8,72.66,1.1719,999999,999999
2852.8,2853,60.41,0.9744,999999,999999
2853,2853.2,60.04,0.9684,999999,999999
2853.6,2853.8,62.54,1.0087,999999,999999
2853.8,2854,67.91,1.0953,999999,999999
2854,2854.2,74.31,1.1985,999999,999999
2854.2,2854.4,59.19,0.9547,999999,999999
2854.4,2854.6,63.15,1.0185,999999,999999
2854.6,2854.8,52.64,0.8490,999999,999999
2854.8,2855,54.62,0.8810,999999,999999
2855,2855.2,53.71,0.8663,999999,999999
2855.2,2855.4,65.39,1.0547,999999,999999
2855.4,2855.6,61.62,0.9939,999999,999999
2855.6,2855.8,68.06,1.0977,999999,999999
2855.8,2856,73.18,1.1803,999999,999999
2856,2856.2,72.65,1.1718,999999,999999
2856.2,2856.4,71.01,1.1453,999999,999999
2856.4,2856.6,64.95,1.0476,999999,999999
2856.6,2856.8,68.19,1.0998,999999,999999
2856.8,2857,73.5,1.1855,999999,999999
2857,2857.2,73,1.1774,999999,999999
2857.2,2857.4,70.51,1.1373,999999,999999
2857.4,2857.6,75.82,1.2229,999999,999999
2857.6,2857.8,75.11,1.2115,999999,999999
2857.8,2858,68.51,1.1050,999999,999999
2858,2858.2,71.68,1.1561,999999,999999
2858.2,2858.4,66.47,1.0721,999999,999999
2858.4,2858.6,75.91,1.2244,999999,999999
2858.6,2858.8,67.54,1.0894,999999,999999
2858.8,2859,67.45,1.0879,999999,999999
2859,2859.2,68.83,1.1102,999999,999999
2859.2,2859.4,67.56,1.0897,999999,999999
2859.4,2859.6,70.59,1.1385,999999,999999
2859.6,2859.8,69.99,1.1289,999999,999999
2859.8,2860,64.91,1.0469,999999,999999
2860,2860.2,65.94,1.0635,999999,999999
2860.2,2860.4,65.69,1.0595,999999,999999
2860.4,2860.6,69.38,1.1190,999999,999999
2860.6,2860.8,71.69,1.1563,999999,999999
2860.8,2861,68.88,1.1110,999999,999999
2861.01,2861.2,65.79,1.0611,999999,999999
2861.2,2861.4,65.18,1.0513,999999,999999
2861.4,2861.6,63.52,1.0245,999999,999999
2861.6,2861.8,70.02,1.1294,999999,999999
2861.8,2862,67.33,1.0860,999999,999999
2862,2862.2,69.6,1.1226,999999,999999
2862.2,2862.4,72.83,1.1747,999999,999999
2862.4,2862.6,77.73,1.2537,999999,999999
2862.6,2862.8,60.52,0.9761,999999,999999
2862.8,2863,54.33,0.8763,999999,999999
2863,2863.2,55.16,0.8897,999999,999999
2863.2,2863.4,56.99,0.9192,999999,999999
2863.4,2863.6,56.91,0.9179,999999,999999
2863.6,2863.8,49.71,0.8018,999999,999999
2863.8,2864,73.28,1.1819,999999,999999
2864,2864.2,70.25,1.1331,999999,999999
2864.2,2864.4,73.33,1.1827,999999,999999
2864.4,2864.6,69.36,1.1187,999999,999999
2864.6,2864.8,73.82,1.1906,999999,999999
2864.8,2865,73.63,1.1876,999999,999999
2865,2865.2,72.94,1.1765,999999,999999
2865.2,2865.4,76.9,1.2403,999999,999999
2865.6,2865.8,67.04,1.0813,999999,999999
2865.8,2866,77.5,1.2500,999999,999999
2866,2866.2,68.89,1.1111,999999,999999
2866.2,2866.4,74.2,1.1968,999999,999999
2866.4,2866.6,62.24,1.0039,999999,999999
2866.6,2866.8,70.16,1.1316,999999,999999
2866.8,2867,65.56,1.0574,999999,999999
2867,2867.2,72.09,1.1627,999999,999999
2867.2,2867.4,69.46,1.1203,999999,999999
2867.4,2867.6,70.25,1.1331,999999,999999
2867.6,2867.8,62.83,1.0134,999999,999999
2867.8,2868,73.99,1.1934,999999,999999
2868,2868.2,78.87,1.2721,999999,999999
2868.2,2868.4,73.53,1.1860,999999,999999
2868.4,2868.6,66.85,1.0782,999999,999999
2868.6,2868.8,72.52,1.1697,999999,999999
2868.8,2869,73.09,1.1789,999999,999999
2869,2869.2,70.72,1.1406,999999,999999
2869.2,2869.4,71.44,1.1523,999999,999999
2869.4,2869.6,69.98,1.1287,999999,999999
2869.6,2869.8,70.01,1.1292,999999,999999
2869.8,2870,63.51,1.0244,999999,999999
2870,2870.2,64.64,1.0426,999999,999999
2870.2,2870.4,65.27,1.0527,999999,999999
2870.4,2870.6,61.32,0.9890,999999,999999
2870.6,2870.8,73.25,1.1815,999999,999999
2870.8,2871,52.57,0.8479,999999,999999
2871,2871.2,54.23,0.8747,999999,999999
2871.2,2871.4,69.24,1.1168,999999,999999
2871.4,2871.6,56.58,0.9126,999999,999999
2871.6,2871.8,52.82,0.8519,999999,999999
2871.8,2872,68.57,1.1060,999999,999999
2872,2872.2,73.56,1.1865,999999,999999
2872.2,2872.4,79.42,1.2810,999999,999999
2872.4,2872.6,76.3,1.2306,999999,999999
2872.6,2872.8,67.04,1.0813,999999,999999
2872.8,2873,67.86,1.0945,999999,999999
2873,2873.2,68.19,1.0998,999999,999999
2873.2,2873.4,65.68,1.0594,999999,999999
2873.4,2873.6,67.15,1.0831,999999,999999
2873.6,2873.8,74.8,1.2065,999999,999999
2873.8,2874,72.65,1.1718,999999,999999
2874,2874.2,69.9,1.1274,999999,999999
2874.2,2874.4,62.91,1.0147,999999,999999
2874.4,2874.6,54.48,0.8787,999999,999999
2874.6,2874.8,59.5,0.9597,999999,999999
2874.8,2875,68.78,1.1094,999999,999999
2875,2875.2,72.4,1.1677,999999,999999
2875.2,2875.4,61.22,0.9874,999999,999999
2875.4,2875.6,67.96,1.0961,999999,999999
2875.6,2875.8,66.15,1.0669,999999,999999
2875.8,2876,53.87,0.8689,999999,999999
2876,2876.2,60.98,0.9835,999999,999999
2876.2,2876.4,69.51,1.1211,999999,999999
2876.4,2876.6,58.9,0.9500,999999,999999
2876.6,2876.8,65.74,1.0603,999999,999999
2876.8,2877,65.66,1.0590,999999,999999
2877,2877.2,72.61,1.1711,999999,999999
2877.2,2877.4,56.96,0.9187,999999,999999
2877.4,2877.63,58.93,0.9505,999999,999999
2877.63,2877.8,60.76,0.9800,999999,999999
2877.8,2878,60.32,0.9729,999999,999999
2878,2878.2,78.32,1.2632,999999,999999
2878.2,2878.4,67.26,1.0848,999999,999999
2878.4,2878.6,66.83,1.0779,999999,999999
2878.6,2878.8,68.74,1.1087,999999,999999
2878.8,2879,68.3,1.1016,999999,999999
2879,2879.2,67.93,1.0956,999999,999999
2879.2,2879.4,69.59,1.1224,999999,999999
2879.4,2879.6,69.24,1.1168,999999,999999
2879.6,2879.8,66.97,1.0802,999999,999999
2879.8,2880,65.1,1.0500,999999,999999
2880,2880.22,66.55,1.0734,999999,999999
2880.22,2880.4,64.77,1.0447,999999,999999
2880.4,2880.6,68.89,1.1111,999999,999999
2880.6,2880.8,69.96,1.1284,999999,999999
2880.8,2881,68.79,1.1095,999999,999999
2881.01,2881.2,66.79,1.0773,999999,999999
2881.2,2881.4,62.95,1.0153,999999,999999
2881.4,2881.6,59.25,0.9556,999999,999999
2881.6,2881.8,61.79,0.9966,999999,999999
2881.8,2882,62.59,1.0095,999999,999999
2882,2882.2,64.23,1.0360,999999,999999
2882.2,2882.4,70.82,1.1423,999999,999999
2882.4,2882.6,79.81,1.2873,999999,999999
2882.6,2882.8,64.8,1.0452,999999,999999
2882.8,2883,55.87,0.9011,999999,999999
2883,2883.2,59.55,0.9605,999999,999999
2883.2,2883.4,59.67,0.9624,999999,999999
2883.4,2883.6,62.7,1.0113,999999,999999
2883.6,2883.8,59.46,0.9590,999999,999999
2883.8,2884,67.99,1.0966,999999,999999
2884,2884.2,66.41,1.0711,999999,999999
2884.2,2884.4,80.73,1.3021,999999,999999
2884.4,2884.6,54.92,0.8858,999999,999999
2884.6,2884.8,57.64,0.9297,999999,999999
2884.8,2885,64.91,1.0469,999999,999999
2885,2885.2,67.59,1.0902,999999,999999
2885.2,2885.4,65.07,1.0495,999999,999999
2885.4,2885.6,68,1.0968,999999,999999
2885.6,2885.8,67.58,1.0900,999999,999999
2886.2,2886.4,66.27,1.0689,999999,999999
2886.4,2886.6,61.32,0.9890,999999,999999
2886.6,2886.8,63.85,1.0298,999999,999999
2886.8,2887,51.89,0.8369,999999,999999
2887,2887.2,57.39,0.9256,999999,999999
2887.2,2887.4,67.29,1.0853,999999,999999
2887.4,2887.6,67.42,1.0874,999999,999999
2887.6,2887.8,65.48,1.0561,999999,999999
2887.8,2888,66.97,1.0802,999999,999999
2888,2888.2,68.86,1.1106,999999,999999
2888.2,2888.4,63.83,1.0295,999999,999999
2888.4,2888.6,66.28,1.0690,999999,999999
2888.6,2888.8,62.33,1.0053,999999,999999
2888.8,2889,63.77,1.0285,999999,999999
2889,2889.2,62.08,1.0013,999999,999999
2889.2,2889.38,61.28,0.9884,999999,999999
2889.38,2889.6,58.78,0.9481,999999,999999
2889.6,2889.8,53.39,0.8611,999999,999999
2889.8,2890,61.09,0.9853,999999,999999
2890,2890.2,104.01,1.6776,999999,999999
2890.2,2890.4,48.66,0.7848,999999,999999
2890.4,2890.6,48.47,0.7818,999999,999999
2890.6,2890.8,45.43,0.7327,999999,999999
2890.8,2891,84.86,1.3687,999999,999999
2891,2891.2,44.58,0.7190,999999,999999
2891.2,2891.4,64.38,1.0384,999999,999999
2891.4,2891.6,60.16,0.9703,999999,999999
2891.6,2891.8,55.54,0.8958,999999,999999
2891.8,2892,51.56,0.8316,999999,999999
2892,2892.2,92.55,1.4927,999999,999999
2892.2,2892.4,54.13,0.8731,999999,999999
2892.4,2892.6,51.49,0.8305,999999,999999
2892.6,2892.8,59.92,0.9665,999999,999999
2892.8,2893,70.49,1.1369,999999,999999
2893,2893.2,68.33,1.1021,999999,999999
2893.2,2893.4,67.1,1.0823,999999,999999
2893.4,2893.6,69.37,1.1189,999999,999999
2893.6,2893.8,70.7,1.1403,999999,999999
2893.8,2894,69.68,1.1239,999999,999999
2894,2894.2,71.79,1.1579,999999,999999
2894.2,2894.4,66.81,1.0776,999999,999999
2894.4,2894.6,59.23,0.9553,999999,999999
2894.6,2894.8,78.95,1.2734,999999,999999
2894.8,2895,66.71,1.0760,999999,999999
2895,2895.2,75.19,1.2127,999999,999999
2895.2,2895.4,70.03,1.1295,999999,999999
2895.4,2895.6,75.66,1.2203,999999,999999
2895.6,2895.8,63.33,1.0215,999999,999999
2895.8,2896,73.37,1.1834,999999,999999
2896,2896.2,71.63,1.1553,999999,999999
2896.2,2896.4,72.42,1.1681,999999,999999
2896.4,2896.6,69.65,1.1234,999999,999999
2896.6,2896.8,53.52,0.8632,999999,999999
2896.8,2897,85.9,1.3855,999999,999999
2897,2897.2,80.84,1.3039,999999,999999
2897.2,2897.4,70.9,1.1435,999999,999999
2897.4,2897.6,71.98,1.1610,999999,999999
2897.6,2897.8,72.62,1.1713,999999,999999
2897.8,2898,74.93,1.2085,999999,999999
2898,2898.2,73.18,1.1803,999999,999999
2898.2,2898.4,81.63,1.3166,999999,999999
2898.4,2898.6,83.36,1.3445,999999,999999
2898.6,2898.8,59.41,0.9582,999999,999999
2898.8,2899,60.05,0.9685,999999,999999
2899.2,2899.4,68.56,1.1058,999999,999999
2899.4,2899.6,87.48,1.4110,999999,999999
2899.6,2899.8,75.73,1.2215,999999,999999
2899.8,2900,72.89,1.1756,999999,999999
2900,2900.17,85.58,1.3803,999999,999999
2900.17,2900.4,84.53,1.3634,999999,999999
2900.4,2900.6,91.83,1.4811,999999,999999
2900.6,2900.8,90.43,1.4585,999999,999999
2900.8,2901,77.78,1.2545,999999,999999
2901.01,2901.2,74.86,1.2074,999999,999999
2901.2,2901.4,75.28,1.2142,999999,999999
2901.4,2901.6,78.79,1.2708,999999,999999
2901.6,2901.8,81.36,1.3123,999999,999999
2901.8,2902,90.14,1.4539,999999,999999
2902,2902.2,84.88,1.3690,999999,999999
2902.2,2902.4,78.09,1.2595,999999,999999
2902.4,2902.6,91.08,1.4690,999999,999999
2902.6,2902.8,89.26,1.4397,999999,999999
2902.8,2903,88.43,1.4263,999999,999999
2903,2903.2,92.5,1.4919,999999,999999
2903.2,2903.4,88.52,1.4277,999999,999999
2903.4,2903.6,91.22,1.4713,999999,999999
2903.6,2903.8,88.27,1.4237,999999,999999
2903.8,2904,93.11,1.5018,999999,999999
2904,2904.2,87.16,1.4058,999999,999999
2904.2,2904.4,83.77,1.3511,999999,999999
2904.4,2904.6,87.69,1.4144,999999,999999
2904.6,2904.8,87.92,1.4181,999999,999999
2904.8,2905,82.52,1.3310,999999,999999
2905,2905.2,82.58,1.3319,999999,999999
2905.2,2905.4,85.83,1.3844,999999,999999
2905.4,2905.6,85.52,1.3794,999999,999999
2905.6,2905.8,80.67,1.3011,999999,999999
2905.8,2906,80.5,1.2984,999999,999999
2906,2906.2,83.21,1.3421,999999,999999
2906.2,2906.4,84.38,1.3610,999999,999999
2906.4,2906.6,84.32,1.3600,999999,999999
2906.6,2906.8,68.91,1.1115,999999,999999
2906.8,2907.03,81.06,1.3074,999999,999999
2907.03,2907.2,89.64,1.4458,999999,999999
2907.2,2907.4,85.5,1.3790,999999,999999
2907.4,2907.6,82.07,1.3237,999999,999999
2907.6,2907.8,85.94,1.3861,999999,999999
2907.8,2908,80.09,1.2918,999999,999999
